e1	e2	rel	label	res	thres	pred	check	lp_tail	pos_tail	lp_head	pos_head
263	11043	21	1	-0.14943302	1.490060567855835	1	11	14	54	55	137
265	158	32	1	3.086421	1.9049458503723145	0	10	737	201	560	105
11740	11062	21	1	0.03357935	1.490060567855835	1	11	6	100	238	274
268	479	27	1	-0.50152147	2.613032341003418	1	11	24	353	15	305
11741	6699	32	1	4.364867	1.9049458503723145	0	10	6853	84	8175	140
272	11062	21	1	-4.633467	1.490060567855835	1	11	1	52	55	274
273	2154	26	1	0.42643046	3.204169750213623	1	11	14	835	131	495
273	12116	23	1	-0.50394523	3.3831653594970703	1	11	17	1049	100	596
277	12122	22	1	-3.447147	3.195857286453247	1	11	5	182	16	430
277	11050	21	1	-3.634966	1.490060567855835	1	11	8	188	13	232
277	5802	21	1	-5.1094055	1.490060567855835	1	11	2	188	16	261
279	11062	21	1	-4.057363	1.490060567855835	1	11	1	30	93	274
281	11042	32	1	-0.4875865	1.9049458503723145	1	11	27	217	25	167
284	5401	30	1	-2.435411	3.0535762310028076	1	11	23	508	4	395
284	5270	30	1	-3.0404055	3.0535762310028076	1	11	8	508	4	486
289	163	21	1	-3.2770615	1.490060567855835	1	11	27	261	4	73
289	5802	21	1	-4.3142834	1.490060567855835	1	11	8	261	33	261
289	11062	21	1	-4.428251	1.490060567855835	1	11	5	261	69	274
291	11062	21	1	-4.7597065	1.490060567855835	1	11	1	81	50	274
291	12115	22	1	-3.8902142	3.195857286453247	1	11	1	156	41	577
293	10455	35	1	-1.8037397	2.9221677780151367	1	11	34	889	3	409
293	10442	35	1	5.730572	2.9221677780151367	0	10	13746	889	9687	78
293	10362	35	1	-3.0377543	2.9221677780151367	1	11	7	889	2	425
293	6034	37	1	-0.79793507	2.9018285274505615	1	11	13	524	25	599
293	11062	21	1	-4.4124455	1.490060567855835	1	11	1	132	70	274
293	5326	30	1	-2.2224567	3.0535762310028076	1	11	2	551	7	555
293	10350	35	1	-1.4564139	2.9221677780151367	1	11	42	889	2	348
293	6046	37	1	-1.8017193	2.9018285274505615	1	11	4	524	15	788
299	12127	22	1	-0.6048833	3.195857286453247	1	11	11	129	68	651
300	11357	26	1	-4.958597	3.204169750213623	1	11	2	146	6	230
300	10345	35	1	2.7295225	2.9221677780151367	1	11	174	256	192	242
302	11062	21	1	-5.11759	1.490060567855835	1	11	1	44	40	274
11570	11062	21	1	-1.9372971	1.490060567855835	1	11	1	19	212	274
303	12222	25	1	0.1597737	3.2005529403686523	1	11	18	270	60	518
305	6085	37	1	0.93552047	2.9018285274505615	1	11	7	252	104	628
307	5537	23	1	-2.1217067	3.3831653594970703	1	11	5	679	16	1065
307	11062	21	1	-2.6586854	1.490060567855835	1	11	1	44	176	274
307	13349	25	1	1.3809409	3.2005529403686523	1	11	48	394	82	707
308	12115	22	1	-4.038641	3.195857286453247	1	11	1	232	34	577
309	3106	43	1	-1.4487903	0.16582827270030975	1	11	1	4	1	8
316	3525	43	1	-1.7047265	0.16582827270030975	1	11	1	3	1	1
322	3219	42	1	3.0821228	1.678511381149292	0	10	260	37	697	100
333	3923	42	1	-1.8538524	1.678511381149292	1	11	1	112	2	221
334	3304	43	1	-1.6916234	0.16582827270030975	1	11	1	2	1	1
336	4145	43	1	-1.6067146	0.16582827270030975	1	11	1	4	1	4
337	3315	42	1	-1.7432282	1.678511381149292	1	11	1	70	1	223
340	3384	42	1	-2.0311835	1.678511381149292	1	11	1	118	2	213
343	3178	43	1	-1.7635586	0.16582827270030975	1	11	1	1	2	7
345	3415	42	1	-1.6801159	1.678511381149292	1	11	1	159	1	166
366	3546	43	1	-1.5589225	0.16582827270030975	1	11	1	9	1	1
367	3157	42	1	-1.7511079	1.678511381149292	1	11	1	126	1	214
370	4063	43	1	-1.8400159	0.16582827270030975	1	11	1	2	1	2
371	3593	43	1	-1.6178558	0.16582827270030975	1	11	1	18	1	11
381	4004	43	1	-1.7096405	0.16582827270030975	1	11	1	7	1	4
384	12207	42	1	-1.3367141	1.678511381149292	1	11	1	96	1	97
386	4097	43	1	-1.9536902	0.16582827270030975	1	11	1	1	1	6
394	3230	43	1	3.0244598	0.16582827270030975	0	10	878	3	1037	26
397	3721	43	1	-1.5206112	0.16582827270030975	1	11	1	2	2	6
398	11505	42	1	-1.7034044	1.678511381149292	1	11	1	68	2	152
412	12214	43	1	-1.4563143	0.16582827270030975	1	11	1	6	1	1
419	11793	43	1	-2.5523791	0.16582827270030975	1	11	1	4	1	9
429	3984	43	1	-1.9850303	0.16582827270030975	1	11	1	1	1	4
430	4000	43	1	-1.7222731	0.16582827270030975	1	11	1	5	1	13
432	4193	43	1	-2.5495706	0.16582827270030975	1	11	1	1	2	24
433	3967	42	1	-1.7569921	1.678511381149292	1	11	1	176	1	144
438	4040	43	1	-2.4260821	0.16582827270030975	1	11	1	7	3	41
440	4061	42	1	-2.1971045	1.678511381149292	1	11	1	107	2	182
443	11505	42	1	-1.7319036	1.678511381149292	1	11	1	70	1	152
446	3721	43	1	-1.5689275	0.16582827270030975	1	11	1	2	1	6
447	3558	43	1	0.16219771	0.16582827270030975	1	11	2	2	37	38
447	3558	42	1	1.6728452	1.678511381149292	1	11	41	41	138	139
465	537	40	1	1.1678724	1.405377984046936	1	11	31	49	299	311
465	12287	41	1	-3.972352	1.8775163888931274	1	11	5	134	3	102
466	6677	40	1	-1.78634	1.405377984046936	1	11	6	115	47	242
466	559	28	1	-0.05980839	3.1954760551452637	1	11	49	329	36	783
466	6651	40	1	-3.27279	1.405377984046936	1	11	1	115	37	263
468	12340	39	1	-0.49217236	2.498749017715454	1	11	40	331	1	214
468	13850	39	1	0.6996727	2.498749017715454	1	11	99	331	54	192
471	6052	48	1	4.2785115	2.33601450920105	0	10	2220	84	1653	247
479	12232	41	1	0.20894799	1.8775163888931274	1	11	7	63	62	205
480	677	40	1	-2.3941278	1.405377984046936	1	11	45	335	10	308
480	6094	47	1	-1.8904557	3.3289875984191895	1	11	22	680	31	523
480	671	47	1	0.055445105	3.3289875984191895	1	11	109	680	37	432
480	12308	39	1	-1.5086154	2.498749017715454	1	11	24	677	3	285
480	6040	47	1	-3.0327508	3.3289875984191895	1	11	3	680	1	391
480	6096	47	1	-1.5296947	3.3289875984191895	1	11	36	680	8	367
482	2125	39	1	-0.6134157	2.498749017715454	1	11	12	455	2	124
482	12304	41	1	-2.5648925	1.8775163888931274	1	11	15	142	6	176
483	12250	41	1	1.8662117	1.8775163888931274	1	11	50	50	159	160
484	487	40	1	0.072024465	1.405377984046936	1	11	3	40	242	323
487	12232	41	1	-1.1479998	1.8775163888931274	1	11	12	172	36	205
487	6690	28	1	-3.2511709	3.1954760551452637	1	11	24	489	23	422
487	6679	28	1	-2.7402866	3.1954760551452637	1	11	37	489	12	389
487	151	39	1	-3.3798656	2.498749017715454	1	11	3	753	1	432
487	538	28	1	-2.5210366	3.1954760551452637	1	11	49	489	5	645
487	11090	40	1	-1.5188708	1.405377984046936	1	11	123	315	15	261
488	6124	28	1	-0.70104164	3.1954760551452637	1	11	58	603	6	362
488	532	47	1	-0.48564214	3.3289875984191895	1	11	36	853	51	635
488	675	49	1	-1.7245059	-1.2138011455535889	1	11	5	8	36	53
491	6651	40	1	-2.3097162	1.405377984046936	1	11	3	150	73	263
492	6651	40	1	-2.2573838	1.405377984046936	1	11	1	77	75	263
493	6603	40	1	-2.3008573	1.405377984046936	1	11	40	275	4	146
494	12232	41	1	-2.1770475	1.8775163888931274	1	11	5	196	27	205
494	6599	40	1	-1.3066844	1.405377984046936	1	11	41	241	16	225
494	12173	41	1	-3.7160797	1.8775163888931274	1	11	1	196	4	328
494	6572	40	1	-3.1484673	1.405377984046936	1	11	4	241	32	255
495	530	28	1	3.85809	3.1954760551452637	0	10	7440	1086	2709	897
497	11224	39	1	1.8582809	2.498749017715454	1	11	447	569	29	88
497	5804	39	1	-0.2900114	2.498749017715454	1	11	167	569	2	140
497	12307	39	1	-1.6955894	2.498749017715454	1	11	62	569	2	287
497	5781	33	1	-1.7900631	1.1271016597747803	1	11	124	298	1	36
497	6697	39	1	-0.42589402	2.498749017715454	1	11	156	569	3	327
497	11070	33	1	-4.3424044	1.1271016597747803	1	11	9	298	1	62
497	12639	33	1	-2.0516658	1.1271016597747803	1	11	108	298	1	38
497	11068	33	1	-6.6837964	1.1271016597747803	1	11	1	298	1	124
497	207	39	1	2.082083	2.498749017715454	1	11	483	569	25	62
498	12305	41	1	-2.9393585	1.8775163888931274	1	11	39	143	1	96
498	5788	39	1	2.4966927	2.498749017715454	1	11	296	296	115	115
501	6572	40	1	-3.0345118	1.405377984046936	1	11	2	104	36	255
11434	5740	46	1	2.5371914	2.544280767440796	1	11	77	78	250	252
503	2179	39	1	0.906634	2.498749017715454	1	11	47	252	19	181
504	6655	40	1	-2.3710287	1.405377984046936	1	11	1	63	55	298
506	5751	46	1	-2.6857316	2.544280767440796	1	11	12	149	13	310
11743	6584	40	1	-1.0218132	1.405377984046936	1	11	21	165	25	192
511	673	28	1	1.0871289	3.1954760551452637	1	11	57	304	211	494
11744	6656	28	1	3.185594	3.1954760551452637	1	11	2074	2133	559	560
514	6655	40	1	-2.5235577	1.405377984046936	1	11	2	217	51	298
514	6655	28	1	-2.4595726	3.1954760551452637	1	11	2	492	64	515
514	677	40	1	-1.3576554	1.405377984046936	1	11	13	217	57	308
515	215	40	1	-3.1459558	1.405377984046936	1	11	8	196	11	182
516	6572	40	1	-3.429719	1.405377984046936	1	11	2	139	25	255
517	6662	28	1	-0.4054793	3.1954760551452637	1	11	90	362	80	386
517	6662	40	1	-0.8764994	1.405377984046936	1	11	68	203	71	211
517	485	28	1	-3.3600721	3.1954760551452637	1	11	11	362	7	435
517	231	40	1	-2.939096	1.405377984046936	1	11	13	203	14	253
518	12289	41	1	-3.3205526	1.8775163888931274	1	11	15	138	3	93
518	12271	41	1	-2.4955406	1.8775163888931274	1	11	33	138	3	140
518	12222	41	1	-3.8705003	1.8775163888931274	1	11	7	138	4	193
518	12274	41	1	-3.1706603	1.8775163888931274	1	11	18	138	3	109
518	537	40	1	-1.3372284	1.405377984046936	1	11	2	97	81	311
520	12263	39	1	-0.7467279	2.498749017715454	1	11	2	917	24	398
11436	517	28	1	-1.5939853	3.1954760551452637	1	11	12	394	35	353
523	6572	28	1	-4.0060325	3.1954760551452637	1	11	2	375	14	379
528	5745	46	1	-1.3795485	2.544280767440796	1	11	1	241	43	391
528	5746	46	1	-1.2855891	2.544280767440796	1	11	2	241	20	371
528	6110	47	1	-2.1652803	3.3289875984191895	1	11	4	682	20	582
529	661	47	1	-0.7085037	3.3289875984191895	1	11	27	480	10	379
529	671	47	1	-0.8780302	3.3289875984191895	1	11	24	480	13	432
532	6071	49	1	-1.9286863	-1.2138011455535889	1	11	24	45	9	16
532	6071	48	1	-1.8148704	2.33601450920105	1	11	25	214	7	193
534	6131	47	1	-3.612514	3.3289875984191895	1	11	1	682	4	503
534	6058	49	1	-3.3135915	-1.2138011455535889	1	11	3	49	16	67
535	5745	46	1	-1.8202097	2.544280767440796	1	11	3	213	32	391
535	5755	46	1	-1.6451628	2.544280767440796	1	11	6	213	39	260
537	8913	28	1	-3.4196641	3.1954760551452637	1	11	7	504	1	444
538	6598	28	1	-1.1001718	3.1954760551452637	1	11	37	616	59	392
549	6582	50	1	-0.54747677	-0.22598202526569366	1	11	14	18	7	7
550	6662	40	1	-4.7167225	1.405377984046936	1	11	2	272	2	211
550	669	40	1	-2.3854244	1.405377984046936	1	11	41	272	9	214
550	480	28	1	-0.7985986	3.1954760551452637	1	11	110	437	140	574
552	480	28	1	-3.5208108	3.1954760551452637	1	11	1	755	21	574
553	6096	49	1	-1.222512	-1.2138011455535889	1	11	16	17	19	19
553	6100	48	1	-1.1464746	2.33601450920105	1	11	12	248	21	166
555	12229	41	1	-6.364042	1.8775163888931274	1	11	1	130	3	176
555	12270	41	1	-1.9405115	1.8775163888931274	1	11	40	130	4	127
556	12231	41	1	-4.760497	1.8775163888931274	1	11	2	134	7	137
556	12229	41	1	-5.0471973	1.8775163888931274	1	11	1	134	8	176
557	11076	33	1	-0.89781636	1.1271016597747803	1	11	104	279	3	42
557	538	28	1	-0.047394037	3.1954760551452637	1	11	22	492	148	645
560	487	40	1	-2.5310812	1.405377984046936	1	11	1	258	57	323
563	5805	51	1	-3.770425	1.5868436098098755	1	11	2	120	14	178
11745	576	36	1	1.5159537	1.5274120569229126	1	11	71	72	53	55
566	573	53	1	-1.3291097	3.2809696197509766	1	11	3	267	10	209
11746	569	53	1	1.0308417	3.2809696197509766	1	11	19	286	108	392
569	6057	49	1	-2.4498436	-1.2138011455535889	1	11	18	48	6	18
572	480	28	1	-2.1830935	3.1954760551452637	1	11	1	503	68	574
573	683	53	1	-1.7163407	3.2809696197509766	1	11	8	199	4	189
574	573	28	1	-2.2314124	3.1954760551452637	1	11	1	6174	3	1134
576	577	36	1	-2.3689938	1.5274120569229126	1	11	1	54	11	57
577	564	36	1	-3.2998147	1.5274120569229126	1	11	6	57	1	23
580	6046	28	1	-0.015145808	3.1954760551452637	1	11	10	2864	34	558
586	599	54	1	-2.7278473	0.8353602886199951	1	11	11	135	4	69
588	589	55	1	0.5368031	1.3675833940505981	1	11	10	31	138	185
589	593	54	1	-3.8064842	0.8353602886199951	1	11	18	105	1	42
589	586	54	1	-7.146048	0.8353602886199951	1	11	1	105	1	117
11747	589	55	1	0.48884368	1.3675833940505981	1	11	11	29	133	185
11748	589	54	1	-2.4057431	0.8353602886199951	1	11	1	5	45	101
593	589	54	1	-3.5742059	0.8353602886199951	1	11	1	41	21	101
598	594	55	1	-2.3036578	1.3675833940505981	1	11	58	195	7	90
599	589	54	1	-4.989807	0.8353602886199951	1	11	1	80	5	101
599	11458	54	1	0.8249671	0.8353602886199951	1	11	80	80	11	11
11494	589	54	1	-3.9110928	0.8353602886199951	1	11	1	42	13	101
614	11446	55	1	-3.6978474	1.3675833940505981	1	11	4	192	11	154
614	596	55	1	-3.8790474	1.3675833940505981	1	11	3	192	14	177
614	2321	55	1	-0.18583024	1.3675833940505981	1	11	91	192	128	191
11458	589	54	1	-2.3516471	0.8353602886199951	1	11	1	4	47	101
11749	586	54	1	-0.15054742	0.8353602886199951	1	11	1	5	52	117
631	2308	55	1	-3.7298703	1.3675833940505981	1	11	7	180	15	184
640	590	54	1	-3.571565	0.8353602886199951	1	11	1	34	4	109
644	589	54	1	-4.058131	0.8353602886199951	1	11	1	23	9	101
645	600	54	1	-0.32816827	0.8353602886199951	1	11	3	15	35	73
646	2308	55	1	-5.2641973	1.3675833940505981	1	11	2	196	2	184
646	2302	55	1	-3.6025796	1.3675833940505981	1	11	12	196	11	199
650	12647	55	1	-4.5380545	1.3675833940505981	1	11	5	199	1	155
650	14430	55	1	-0.8673861	1.3675833940505981	1	11	81	199	4	91
650	634	55	1	-4.5119467	1.3675833940505981	1	11	6	199	1	142
650	12331	55	1	-1.2386763	1.3675833940505981	1	11	63	199	2	54
654	618	54	1	0.45228583	0.8353602886199951	1	11	140	173	2	5
654	649	54	1	-2.9263978	0.8353602886199951	1	11	42	173	1	22
654	605	54	1	-3.7145312	0.8353602886199951	1	11	16	173	1	75
654	589	54	1	-3.8257647	0.8353602886199951	1	11	11	173	15	101
654	629	54	1	-0.60248286	0.8353602886199951	1	11	81	173	1	13
656	6079	49	1	-4.0720124	-1.2138011455535889	1	11	1	63	5	27
656	6082	48	1	-2.733745	2.33601450920105	1	11	14	211	5	181
657	673	53	1	-2.7671065	3.2809696197509766	1	11	8	301	12	274
657	6101	57	1	0.9951394	1.000243067741394	1	11	74	74	5	5
657	6071	49	1	-2.7165935	-1.2138011455535889	1	11	33	74	2	16
661	666	36	1	-2.9060574	1.5274120569229126	1	11	5	90	19	109
662	5482	36	1	-3.408631	1.5274120569229126	1	11	7	103	6	86
662	6052	48	1	2.3251557	2.33601450920105	1	11	36	36	245	247
662	5486	36	1	-3.3080883	1.5274120569229126	1	11	9	103	3	84
663	12308	51	1	0.8607805	1.5868436098098755	1	11	5	36	137	181
664	480	40	1	-3.9886444	1.405377984046936	1	11	1	222	7	331
666	6079	49	1	-3.2758305	-1.2138011455535889	1	11	5	55	9	27
666	6130	47	1	3.3274488	3.3289875984191895	1	11	461	462	555	557
666	6055	48	1	-2.7611723	2.33601450920105	1	11	10	253	6	244
666	5489	36	1	-4.7330103	1.5274120569229126	1	11	1	109	7	98
666	6034	48	1	-3.362337	2.33601450920105	1	11	1	253	4	199
666	5483	47	1	-4.2785587	3.3289875984191895	1	11	3	462	1	444
669	677	28	1	-2.8696623	3.1954760551452637	1	11	5	458	5	602
670	534	28	1	-1.6005245	3.1954760551452637	1	11	4	577	59	654
671	681	36	1	-3.5913424	1.5274120569229126	1	11	1	84	10	105
672	11062	21	1	-1.8006618	1.490060567855835	1	11	1	37	214	274
673	6046	48	1	-3.8950014	2.33601450920105	1	11	15	194	6	210
673	6105	40	1	-1.9679677	1.405377984046936	1	11	16	242	11	177
673	6057	49	1	-4.357611	-1.2138011455535889	1	11	12	72	1	18
673	6661	40	1	-2.2750225	1.405377984046936	1	11	10	242	8	139
