e1	e2	rel	label	res	thres	pred	check	lp_tail	pos_tail	lp_head	pos_head
15482	67999	3	1	0.5308641	0.5479034185409546	1	11	28	118	7275	44681
26214	67534	6	1	0.5902288	0.5803723335266113	0	10	36	1	60810	20052
37431	67431	6	1	0.5657263	0.5803723335266113	1	11	1	22	4548	57749
35323	67431	6	1	0.5708442	0.5803723335266113	1	11	1	10	17683	57749
45063	67408	6	1	0.55806464	0.5803723335266113	1	11	1	192	719	59423
2737	69105	3	1	0.55339193	0.5479034185409546	0	10	195	103	13256	4988
43374	67408	6	1	0.5626946	0.5803723335266113	1	11	1	16	5405	59423
14208	67408	6	1	0.58043253	0.5803723335266113	0	10	3	2	59556	59423
62960	67431	6	1	0.5617076	0.5803723335266113	1	11	1	24	884	57749
23071	67402	5	1	0.02734851	0.03207512944936752	1	11	1	1	46673	69119
52114	67800	3	1	0.51037896	0.5479034185409546	1	11	10	241	673	70047
54514	68833	3	1	0.55329275	0.5479034185409546	0	10	49	28	40501	27644
38641	67408	6	1	0.5752832	0.5803723335266113	1	11	5	14	44466	59423
60892	67547	6	1	0.57981163	0.5803723335266113	1	11	5	5	13802	15847
23689	67402	5	1	0.029205592	0.03207512944936752	1	11	1	1	58482	69119
14236	67408	6	1	0.56490904	0.5803723335266113	1	11	1	19	10389	59423
60539	67527	3	1	0.5396511	0.5479034185409546	1	11	17	37	41742	59958
34803	67408	6	1	0.56674004	0.5803723335266113	1	11	2	46	15548	59423
26588	67408	6	1	0.566394	0.5803723335266113	1	11	4	85	14531	59423
6998	67402	5	1	0.021616139	0.03207512944936752	1	11	1	1	7455	69119
28094	67789	3	1	0.53289735	0.5479034185409546	1	11	9	33	35722	69474
4964	67753	12	1	1.232786	1.3196568489074707	1	11	1	33	1346	75000
28472	67402	5	1	0.044043735	0.03207512944936752	0	10	1	0	74881	69119
50115	67408	6	1	0.5735033	0.5803723335266113	1	11	2	21	38364	59423
5167	69462	8	1	0.44810018	0.46491730213165283	1	11	47	720	9	4084
4171	67731	3	1	0.5643902	0.5479034185409546	0	10	99	32	41595	7835
27074	67402	5	1	0.028003938	0.03207512944936752	1	11	1	1	51369	69119
58866	67402	5	1	0.025982922	0.03207512944936752	1	11	1	1	36179	69119
23736	67723	8	1	0.46549883	0.46491730213165283	0	10	1	0	18803	17158
48952	67402	5	1	0.029520333	0.03207512944936752	1	11	1	1	60082	69119
7142	67454	12	1	1.3279306	1.3196568489074707	0	10	144	55	3543	1436
19552	67406	3	1	0.53982115	0.5479034185409546	1	11	9	16	72387	74524
43731	67402	5	1	0.033833455	0.03207512944936752	0	10	1	0	72206	69119
15753	67408	6	1	0.55824053	0.5803723335266113	1	11	1	77	782	59423
8092	67451	5	1	0.037257317	0.03207512944936752	0	10	2	1	34637	1844
33772	68223	6	1	0.57857513	0.5803723335266113	1	11	4	8	7542	12319
30338	67402	5	1	0.027106816	0.03207512944936752	1	11	1	1	44829	69119
62198	67704	0	1	1.0461054	1.0595937967300415	1	11	9	10	13250	42924
39507	67816	8	1	0.47110534	0.46491730213165283	0	10	101	37	13274	7128
63124	67451	5	1	0.04293169	0.03207512944936752	0	10	2	1	66382	1844
44832	67402	5	1	0.027368756	0.03207512944936752	1	11	1	1	46811	69119
33001	67510	3	1	0.5405563	0.5479034185409546	1	11	20	29	27527	47300
19678	67393	0	1	1.010436	1.0595937967300415	1	11	2	9	23019	74950
13338	67406	3	1	0.53344816	0.5479034185409546	1	11	8	28	65530	74524
1502	68067	1	1	1.023664	1.0484164953231812	1	11	11	25	27866	72951
44773	67408	6	1	0.5681053	0.5803723335266113	1	11	3	25	19978	59423
51296	67402	5	1	0.024830572	0.03207512944936752	1	11	1	1	27215	69119
29022	67402	5	1	0.02721741	0.03207512944936752	1	11	1	1	45711	69119
33642	67402	5	1	0.026568804	0.03207512944936752	1	11	1	1	40740	69119
60754	67424	6	1	0.5744275	0.5803723335266113	1	11	1	7	47085	64908
9265	67590	0	1	1.0835963	1.0595937967300415	0	10	77	12	10235	673
45486	67464	3	1	0.53186303	0.5479034185409546	1	11	5	23	69863	74816
52673	67402	5	1	0.02490087	0.03207512944936752	1	11	1	1	27715	69119
35499	67434	6	1	0.57586986	0.5803723335266113	1	11	2	7	29896	50996
9677	67402	5	1	0.02163705	0.03207512944936752	1	11	1	1	7584	69119
20632	67532	6	1	0.5775844	0.5803723335266113	1	11	5	12	18185	30069
24438	67408	6	1	0.5705773	0.5803723335266113	1	11	1	4	28187	59423
40985	67923	3	1	0.56076175	0.5479034185409546	0	10	59	22	49050	19535
37886	67400	3	1	0.53622574	0.5479034185409546	1	11	10	30	39495	68012
12507	67402	5	1	0.027466979	0.03207512944936752	1	11	1	1	47537	69119
30587	67558	3	1	0.52542895	0.5479034185409546	1	11	2	34	60194	74834
20907	67464	3	1	0.5083506	0.5479034185409546	1	11	2	98	15556	74816
46503	67402	5	1	0.027658658	0.03207512944936752	1	11	1	1	48970	69119
39971	68015	3	1	0.55115753	0.5479034185409546	0	10	64	50	18842	12374
24701	68700	8	1	0.44462907	0.46491730213165283	1	11	17	616	280	14413
29306	67727	3	1	0.524347	0.5479034185409546	1	11	18	120	6959	59092
61221	67408	6	1	0.55795974	0.5803723335266113	1	11	1	36	665	59423
58818	67402	5	1	0.02406957	0.03207512944936752	1	11	1	1	21922	69119
350	67571	12	1	1.2726997	1.3196568489074707	1	11	2	7	4552	70467
452	67417	6	1	0.5802165	0.5803723335266113	1	11	4	4	44569	45323
12382	67451	5	1	0.04487828	0.03207512944936752	0	10	2	0	70850	1844
14103	67402	5	1	0.036548857	0.03207512944936752	0	10	1	0	74063	69119
40560	67402	5	1	0.024404239	0.03207512944936752	1	11	1	1	24163	69119
12630	68026	8	1	0.4676093	0.46491730213165283	0	10	39	24	11323	9021
38078	67402	5	1	0.026229167	0.03207512944936752	1	11	1	1	38139	69119
28400	67402	5	1	0.03211508	0.03207512944936752	0	10	1	0	69217	69119
16533	67451	5	1	0.03854488	0.03207512944936752	0	10	2	1	43910	1844
40851	67451	5	1	0.033701457	0.03207512944936752	0	10	2	1	10035	1844
44578	67449	3	1	0.5209986	0.5479034185409546	1	11	13	127	255	36039
29249	67424	6	1	0.5649148	0.5803723335266113	1	11	2	46	9416	64908
61469	74752	12	1	1.3441284	1.3196568489074707	0	10	151	7	14349	1131
21491	68070	0	1	1.0610405	1.0595937967300415	0	10	17	14	5257	4512
44915	67451	5	1	0.0352653	0.03207512944936752	0	10	2	1	20574	1844
11927	67451	5	1	0.037791044	0.03207512944936752	0	10	2	1	38610	1844
23993	67571	12	1	1.2878152	1.3196568489074707	1	11	2	6	20132	70467
21974	67426	6	1	0.5725098	0.5803723335266113	1	11	2	9	37960	65556
64875	67434	6	1	0.57461923	0.5803723335266113	1	11	2	10	24235	50996
29446	67999	3	1	0.5415619	0.5479034185409546	1	11	25	39	28763	44681
9879	67400	3	1	0.51982135	0.5479034185409546	1	11	13	137	5211	68012
56345	67753	12	1	1.2513182	1.3196568489074707	1	11	1	17	10714	75000
29083	67402	5	1	0.025080852	0.03207512944936752	1	11	1	1	29079	69119
8703	67408	6	1	0.56570506	0.5803723335266113	1	11	1	20	12503	59423
30720	67426	6	1	0.56930727	0.5803723335266113	1	11	1	16	22923	65556
42348	67739	8	1	0.4591928	0.46491730213165283	1	11	34	109	6017	11728
15155	67402	5	1	0.023788886	0.03207512944936752	1	11	1	1	20216	69119
41389	67464	3	1	0.5167757	0.5479034185409546	1	11	2	41	33271	74816
49225	67462	12	1	1.3083014	1.3196568489074707	1	11	3	4	33653	59389
52499	68134	8	1	0.45897692	0.46491730213165283	1	11	20	74	5349	11319
29069	67599	0	1	1.0347762	1.0595937967300415	1	11	6	10	50576	73944
21210	67402	5	1	0.026555974	0.03207512944936752	1	11	1	1	40628	69119
49204	67574	3	1	0.5331057	0.5479034185409546	1	11	16	49	19889	54870
49713	67426	6	1	0.56952935	0.5803723335266113	1	11	2	20	23838	65556
30144	67406	3	1	0.5258712	0.5479034185409546	1	11	7	43	46220	74524
59165	67520	3	1	0.51347464	0.5479034185409546	1	11	4	75	18368	74669
46766	67872	3	1	0.53666216	0.5479034185409546	1	11	42	112	12613	35264
9513	67930	6	1	0.57447743	0.5803723335266113	1	11	10	27	5798	26251
63091	67402	5	1	0.033749927	0.03207512944936752	0	10	1	0	72108	69119
61205	67520	3	1	0.5106073	0.5479034185409546	1	11	5	119	12608	74669
57970	67449	3	1	0.5501111	0.5479034185409546	0	10	43	36	41179	36039
37742	67451	5	1	0.036490936	0.03207512944936752	0	10	2	1	28927	1844
27391	67408	6	1	0.57338566	0.5803723335266113	1	11	1	1	37960	59423
4742	67398	3	1	0.52679396	0.5479034185409546	1	11	5	38	42459	74414
22128	67464	3	1	0.5094168	0.5479034185409546	1	11	2	65	17670	74816
26228	67434	6	1	0.57171416	0.5803723335266113	1	11	2	17	13197	50996
46684	67835	3	1	0.56263	0.5479034185409546	0	10	72	27	53900	20510
16731	67402	5	1	0.022816332	0.03207512944936752	1	11	1	1	14647	69119
13176	67398	3	1	0.5242199	0.5479034185409546	1	11	4	26	35257	74414
40139	70256	3	1	0.5621432	0.5479034185409546	0	10	114	36	36861	8034
38988	68134	8	1	0.44962856	0.46491730213165283	1	11	10	362	445	11319
7444	67451	5	1	0.035340413	0.03207512944936752	0	10	2	1	21056	1844
9027	67408	6	1	0.566411	0.5803723335266113	1	11	5	87	14587	59423
59498	67402	5	1	0.025341067	0.03207512944936752	1	11	1	1	31117	69119
35748	67402	5	1	0.027070256	0.03207512944936752	1	11	1	1	44538	69119
34491	67432	6	1	0.55714995	0.5803723335266113	1	11	1	189	200	65998
3416	67575	6	1	0.58660215	0.5803723335266113	0	10	10	2	65938	48862
24986	67789	3	1	0.53192633	0.5479034185409546	1	11	11	36	33208	69474
10424	68608	8	1	0.4698753	0.46491730213165283	0	10	78	25	14939	9235
51939	67451	5	1	0.033701755	0.03207512944936752	0	10	2	1	10037	1844
52872	67406	3	1	0.51541996	0.5479034185409546	1	11	3	67	20932	74524
52716	67551	8	1	0.4544038	0.46491730213165283	1	11	41	283	3939	13209
12353	67451	5	1	0.042451154	0.03207512944936752	0	10	2	0	64922	1844
52821	67402	5	1	0.030805321	0.03207512944936752	1	11	1	1	65335	69119
67145	67408	6	1	0.571829	0.5803723335266113	1	11	1	8	32497	59423
14102	67431	6	1	0.5635525	0.5803723335266113	1	11	1	16	2032	57749
18099	67441	1	1	0.97071195	1.0484164953231812	1	11	5	209	899	74987
2586	67402	5	1	0.022749098	0.03207512944936752	1	11	1	1	14264	69119
49848	67409	3	1	0.5316159	0.5479034185409546	1	11	12	48	16149	53984
24984	67402	5	1	0.026634905	0.03207512944936752	1	11	1	1	41248	69119
46916	67575	6	1	0.569729	0.5803723335266113	1	11	2	16	6201	48862
14664	67402	5	1	0.02171718	0.03207512944936752	1	11	1	1	8093	69119
31309	67402	5	1	0.02336989	0.03207512944936752	1	11	1	1	17772	69119
35819	67646	1	1	1.0156418	1.0484164953231812	1	11	7	15	68155	74978
11053	67394	1	1	0.9960103	1.0484164953231812	1	11	2	15	26348	74960
12867	67550	3	1	0.53407174	0.5479034185409546	1	11	14	48	22144	54838
19898	67408	6	1	0.5758711	0.5803723335266113	1	11	2	8	46445	59423
20200	67402	5	1	0.023797726	0.03207512944936752	1	11	1	1	20265	69119
2524	67454	0	1	1.0106463	1.0595937967300415	1	11	2	9	11436	74436
29125	67408	6	1	0.5645987	0.5803723335266113	1	11	1	31	9591	59423
31994	67402	5	1	0.02875217	0.03207512944936752	1	11	1	1	55961	69119
2463	67503	1	1	1.04188	1.0484164953231812	1	11	16	25	31865	49379
49406	67408	6	1	0.5671727	0.5803723335266113	1	11	1	14	16949	59423
28888	67741	0	1	1.0196465	1.0595937967300415	1	11	5	13	7725	72743
58461	67402	5	1	0.025731497	0.03207512944936752	1	11	1	1	34182	69119
9395	68392	1	1	1.0683857	1.0484164953231812	0	10	62	16	39934	8169
31358	67454	0	1	1.0187446	1.0595937967300415	1	11	3	12	24555	74436
7901	67402	5	1	0.0266871	0.03207512944936752	1	11	1	1	41616	69119
21280	67393	0	1	1.015598	1.0595937967300415	1	11	3	10	37102	74950
65075	67408	6	1	0.56381637	0.5803723335266113	1	11	1	44	7698	59423
527	67580	3	1	0.5217884	0.5479034185409546	1	11	14	146	3435	61887
22058	67402	5	1	0.02823319	0.03207512944936752	1	11	1	1	52825	69119
55193	67402	5	1	0.025800534	0.03207512944936752	1	11	1	1	34715	69119
36810	67558	3	1	0.50776	0.5479034185409546	1	11	1	35	16746	74834
53254	67785	8	1	0.4741027	0.46491730213165283	0	10	89	18	12654	4607
40262	67753	12	1	1.2521921	1.3196568489074707	1	11	1	6	11853	75000
22557	67434	6	1	0.566516	0.5803723335266113	1	11	3	37	2637	50996
21839	67429	3	1	0.5128691	0.5479034185409546	1	11	9	275	1362	65314
22550	67403	6	1	0.5675833	0.5803723335266113	1	11	2	21	102	20862
56762	67550	3	1	0.5412719	0.5479034185409546	1	11	18	32	38146	54838
32220	67484	1	1	0.9912891	1.0484164953231812	1	11	1	13	60810	75011
62114	67503	1	1	1.039713	1.0484164953231812	1	11	13	22	26449	49379
2739	67393	0	1	0.9862363	1.0595937967300415	1	11	2	43	1235	74950
37063	67402	5	1	0.025691213	0.03207512944936752	1	11	1	1	33887	69119
54879	67402	5	1	0.029139886	0.03207512944936752	1	11	1	1	58148	69119
23008	67402	5	1	0.03460935	0.03207512944936752	0	10	1	0	72974	69119
27287	67464	3	1	0.51975	0.5479034185409546	1	11	2	37	41247	74816
27830	67430	3	1	0.5194681	0.5479034185409546	1	11	7	63	6239	68716
24238	68197	8	1	0.44662187	0.46491730213165283	1	11	1	84	5807	37424
63311	67484	1	1	0.95711076	1.0484164953231812	1	11	1	70	3899	75011
10503	67497	0	1	1.0057849	1.0595937967300415	1	11	1	13	41974	75013
8061	67393	0	1	1.0063522	1.0595937967300415	1	11	2	10	15428	74950
47806	67402	5	1	0.026216151	0.03207512944936752	1	11	1	1	38034	69119
32171	67426	6	1	0.5707112	0.5803723335266113	1	11	3	18	29278	65556
29698	67402	5	1	0.026770577	0.03207512944936752	1	11	1	1	42271	69119
3662	67431	6	1	0.5683176	0.5803723335266113	1	11	1	4	9818	57749
23300	67402	5	1	0.024733074	0.03207512944936752	1	11	1	1	26484	69119
46992	67402	5	1	0.028053796	0.03207512944936752	1	11	1	1	51669	69119
62491	67520	3	1	0.52209795	0.5479034185409546	1	11	1	35	39519	74669
60259	67402	5	1	0.02481072	0.03207512944936752	1	11	1	1	27080	69119
3343	67409	3	1	0.5331306	0.5479034185409546	1	11	21	60	19312	53984
10907	67434	6	1	0.56677324	0.5803723335266113	1	11	1	21	2899	50996
27512	67550	3	1	0.52042425	0.5479034185409546	1	11	12	169	2329	54838
2123	67402	5	1	0.024433888	0.03207512944936752	1	11	1	1	24371	69119
42460	67431	6	1	0.5698793	0.5803723335266113	1	11	1	10	14313	57749
42016	67402	5	1	0.024504058	0.03207512944936752	1	11	1	1	24875	69119
59513	67510	3	1	0.5455673	0.5479034185409546	1	11	28	35	40473	47300
63853	67534	6	1	0.59142095	0.5803723335266113	0	10	32	1	63318	20052
10296	67406	3	1	0.51674306	0.5479034185409546	1	11	3	54	23776	74524
64608	67402	5	1	0.023391224	0.03207512944936752	1	11	1	1	17903	69119
60513	68254	8	1	0.46271083	0.46491730213165283	1	11	19	26	11545	13813
2609	68646	3	1	0.5588384	0.5479034185409546	0	10	37	11	50540	25926
55129	67402	5	1	0.022614913	0.03207512944936752	1	11	1	1	13516	69119
37600	67402	5	1	0.032000735	0.03207512944936752	1	11	1	1	68954	69119
52231	67402	5	1	0.030150449	0.03207512944936752	1	11	1	1	62849	69119
46755	67402	5	1	0.020355267	0.03207512944936752	1	11	1	2	1357	69119
61844	69507	6	1	0.59462893	0.5803723335266113	0	10	322	19	33702	238
46465	67888	1	1	1.0197374	1.0484164953231812	1	11	21	131	1732	36764
64339	67582	6	1	0.5833475	0.5803723335266113	0	10	11	4	36808	23413
37778	69051	1	1	1.0680859	1.0484164953231812	0	10	123	30	18063	3046
47286	67402	5	1	0.021310952	0.03207512944936752	1	11	1	1	5545	69119
19101	67448	3	1	0.54520583	0.5479034185409546	1	11	12	17	67114	70488
403	67412	1	1	1.0441495	1.0484164953231812	1	11	16	22	29051	41564
22949	67402	5	1	0.023753218	0.03207512944936752	1	11	1	1	19981	69119
22890	68381	1	1	1.0074604	1.0484164953231812	1	11	19	612	158	23475
51394	67633	3	1	0.53710085	0.5479034185409546	1	11	12	27	47301	70034
22577	68790	0	1	1.0693806	1.0595937967300415	0	10	22	12	10526	4295
1240	67464	3	1	0.513203	0.5479034185409546	1	11	2	46	25280	74816
2356	67402	5	1	0.023165308	0.03207512944936752	1	11	1	1	16588	69119
7591	67794	3	1	0.5203466	0.5479034185409546	1	11	27	362	898	43906
23416	67471	6	1	0.57269955	0.5803723335266113	1	11	3	14	27041	57752
600	67434	6	1	0.5662143	0.5803723335266113	1	11	4	57	2350	50996
31046	67829	1	1	1.001249	1.0484164953231812	1	11	5	28	18951	74849
27381	67484	1	1	0.9762505	1.0484164953231812	1	11	1	23	23285	75011
35226	67408	6	1	0.57068163	0.5803723335266113	1	11	1	13	28493	59423
20339	68759	8	1	0.4442234	0.46491730213165283	1	11	59	3406	40	11473
64894	67427	8	1	0.4437175	0.46491730213165283	1	11	12	689	1741	26633
21355	67397	3	1	0.5123903	0.5479034185409546	1	11	7	137	2538	72733
16022	67786	8	1	0.46205157	0.46491730213165283	1	11	12	17	12130	15507
1556	67739	8	1	0.47173423	0.46491730213165283	0	10	47	5	24794	11728
2562	67402	5	1	0.03115991	0.03207512944936752	1	11	1	1	66472	69119
36538	67423	1	1	1.014533	1.0484164953231812	1	11	9	16	31798	74715
20100	67402	5	1	0.030563908	0.03207512944936752	1	11	1	1	64479	69119
46149	67408	6	1	0.5683576	0.5803723335266113	1	11	1	21	20803	59423
37545	67937	6	1	0.56882733	0.5803723335266113	1	11	3	37	631	33811
41744	67406	3	1	0.5278485	0.5479034185409546	1	11	4	26	52143	74524
4731	68638	1	1	1.0055823	1.0484164953231812	1	11	26	3830	76	13800
7017	67402	5	1	0.02644384	0.03207512944936752	1	11	1	1	39745	69119
45725	68767	3	1	0.5433641	0.5479034185409546	1	11	81	138	3170	8340
4810	67982	0	1	1.036933	1.0595937967300415	1	11	15	96	784	9701
9744	67451	5	1	0.045478515	0.03207512944936752	0	10	2	0	71741	1844
37631	68759	8	1	0.44626758	0.46491730213165283	1	11	53	783	156	11473
64041	67708	3	1	0.5275363	0.5479034185409546	1	11	24	146	10138	58150
15397	67402	5	1	0.025427394	0.03207512944936752	1	11	1	1	31771	69119
51955	67963	3	1	0.5442246	0.5479034185409546	1	11	37	46	24114	32341
51828	67402	5	1	0.021683287	0.03207512944936752	1	11	1	1	7875	69119
7984	67402	5	1	0.03127538	0.03207512944936752	1	11	1	1	66849	69119
22191	67451	5	1	0.03433673	0.03207512944936752	0	10	2	1	14379	1844
58866	67408	6	1	0.5730067	0.5803723335266113	1	11	1	6	36598	59423
54742	67809	3	1	0.54050994	0.5479034185409546	1	11	37	59	10208	24317
51338	67520	3	1	0.5318268	0.5479034185409546	1	11	4	18	65281	74669
8637	67402	5	1	0.023397684	0.03207512944936752	1	11	1	1	17929	69119
5127	67396	3	1	0.5269782	0.5479034185409546	1	11	12	52	10691	61823
18973	67568	3	1	0.5280134	0.5479034185409546	1	11	17	83	24506	67012
7123	69171	3	1	0.56663316	0.5479034185409546	0	10	194	40	40631	4391
65583	68463	1	1	1.0737681	1.0484164953231812	0	10	44	12	59496	8203
51617	67602	3	1	0.54285353	0.5479034185409546	1	11	40	52	20951	31613
24933	67402	5	1	0.027282845	0.03207512944936752	1	11	1	1	46195	69119
24635	67497	0	1	1.0127375	1.0595937967300415	1	11	1	10	58802	75013
13253	67497	0	1	0.979998	1.0595937967300415	1	11	1	37	3692	75013
16125	67451	5	1	0.044351336	0.03207512944936752	0	10	2	0	69909	1844
15446	67744	8	1	0.4443861	0.46491730213165283	1	11	4	142	1421	25837
15660	67402	5	1	0.026737936	0.03207512944936752	1	11	1	1	42004	69119
14170	67402	5	1	0.029460035	0.03207512944936752	1	11	1	1	59776	69119
66809	67402	5	1	0.026242957	0.03207512944936752	1	11	1	1	38268	69119
8495	68335	8	1	0.46207687	0.46491730213165283	1	11	106	180	8235	10798
39842	67406	3	1	0.5338849	0.5479034185409546	1	11	7	23	66292	74524
8140	70827	8	1	0.47447944	0.46491730213165283	0	10	121	19	18380	7543
5686	67426	6	1	0.57180053	0.5803723335266113	1	11	1	13	34541	65556
12117	67464	3	1	0.5187514	0.5479034185409546	1	11	3	36	38414	74816
47854	67408	6	1	0.5693787	0.5803723335266113	1	11	1	4	24153	59423
4940	67972	3	1	0.5567529	0.5479034185409546	0	10	53	29	34288	15693
5255	67424	6	1	0.5641054	0.5803723335266113	1	11	2	22	7597	64908
44705	67583	3	1	0.52140623	0.5479034185409546	1	11	4	49	31057	74111
18661	67402	5	1	0.023412347	0.03207512944936752	1	11	1	1	18002	69119
17421	67402	5	1	0.02451673	0.03207512944936752	1	11	1	1	24964	69119
15164	67434	6	1	0.56577986	0.5803723335266113	1	11	1	24	1981	50996
15424	67408	6	1	0.5828366	0.5803723335266113	0	10	4	2	64418	59423
52170	67402	5	1	0.029980535	0.03207512944936752	1	11	1	1	62182	69119
3834	67408	6	1	0.5711558	0.5803723335266113	1	11	1	4	30163	59423
46330	67550	3	1	0.52886945	0.5479034185409546	1	11	18	81	12156	54838
37078	67813	8	1	0.4678128	0.46491730213165283	0	10	20	6	39356	29074
39643	67402	5	1	0.02320859	0.03207512944936752	1	11	1	1	16858	69119
59669	67402	5	1	0.02954763	0.03207512944936752	1	11	1	1	60222	69119
19316	67402	5	1	0.026391696	0.03207512944936752	1	11	1	1	39354	69119
15605	67786	8	1	0.4577337	0.46491730213165283	1	11	16	73	8215	15507
30857	67742	1	1	1.0430235	1.0484164953231812	1	11	16	23	22896	37705
29888	67451	5	1	0.037833106	0.03207512944936752	0	10	2	1	38932	1844
47294	67402	5	1	0.03545642	0.03207512944936752	0	10	1	0	73553	69119
2631	67402	5	1	0.031185092	0.03207512944936752	1	11	1	1	66555	69119
58281	67457	6	1	0.56109643	0.5803723335266113	1	11	1	47	137	53246
16775	67402	5	1	0.024160877	0.03207512944936752	1	11	1	1	22506	69119
46535	67408	6	1	0.5713742	0.5803723335266113	1	11	2	14	30970	59423
18666	68301	1	1	1.0364532	1.0484164953231812	1	11	21	41	7301	19121
3979	67571	12	1	1.2739512	1.3196568489074707	1	11	2	7	5176	70467
32571	67408	6	1	0.5665614	0.5803723335266113	1	11	1	10	15018	59423
58511	67408	6	1	0.5666009	0.5803723335266113	1	11	3	72	15129	59423
25958	67943	12	1	1.3353069	1.3196568489074707	0	10	4	2	64305	32809
51288	67409	3	1	0.5514181	0.5479034185409546	0	10	30	24	62414	53984
3775	67408	6	1	0.5688425	0.5803723335266113	1	11	1	6	22395	59423
62690	67402	5	1	0.024498845	0.03207512944936752	1	11	1	1	24835	69119
61351	67402	5	1	0.026745414	0.03207512944936752	1	11	1	1	42071	69119
40824	67434	6	1	0.57566243	0.5803723335266113	1	11	3	11	28959	50996
33304	68082	8	1	0.45780778	0.46491730213165283	1	11	55	197	5969	12673
29505	67409	3	1	0.52869445	0.5479034185409546	1	11	22	81	10642	53984
30050	67408	6	1	0.5754226	0.5803723335266113	1	11	2	8	44987	59423
19531	67423	1	1	0.9917415	1.0484164953231812	1	11	9	103	2832	74715
35735	67432	6	1	0.5649194	0.5803723335266113	1	11	1	11	9597	65998
48398	67434	6	1	0.5770084	0.5803723335266113	1	11	1	4	35392	50996
55874	67464	3	1	0.5003967	0.5479034185409546	1	11	1	171	3633	74816
17712	74808	8	1	0.5018298	0.46491730213165283	0	10	622	0	70256	413
20339	67647	0	1	1.0822402	1.0595937967300415	0	10	15	9	36363	4692
49715	67507	8	1	0.46348655	0.46491730213165283	1	11	10	18	17557	21462
42910	67580	3	1	0.5344277	0.5479034185409546	1	11	26	72	25901	61887
57146	67602	3	1	0.54380125	0.5479034185409546	1	11	52	67	22993	31613
6317	67829	1	1	1.0011744	1.0484164953231812	1	11	6	20	18814	74849
35679	73612	3	1	0.5698567	0.5479034185409546	0	10	132	26	45882	3553
50115	67550	3	1	0.5315739	0.5479034185409546	1	11	12	48	17116	54838
40123	67398	3	1	0.52474326	0.5479034185409546	1	11	6	41	36614	74414
40317	67408	6	1	0.5689435	0.5803723335266113	1	11	1	7	22718	59423
44561	69297	8	1	0.45653263	0.46491730213165283	1	11	112	500	1285	7615
8873	67402	5	1	0.020219019	0.03207512944936752	1	11	1	2	1021	69119
3028	67437	6	1	0.5663989	0.5803723335266113	1	11	1	5	4528	56679
54386	67408	6	1	0.5720545	0.5803723335266113	1	11	5	25	33291	59423
26696	69692	8	1	0.47993323	0.46491730213165283	0	10	263	11	19526	3058
8492	67789	3	1	0.5417655	0.5479034185409546	1	11	18	34	59753	69474
53207	67406	3	1	0.51215845	0.5479034185409546	1	11	1	58	14282	74524
50351	68210	12	1	1.3367572	1.3196568489074707	0	10	36	6	21273	3657
572	68155	1	1	0.98508227	1.0484164953231812	1	11	3	64	4460	74885
